"Data Source","World Development Indicators",

"Last Updated Date","2020-12-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Iceland","ISL","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","19","14","18","32","28","21","29","28","16","18","17","34","28","34","22","19","16","22","41","35","51","49","71","57","66","47","45","61","50","64","57","50","37","33","51","40","35","36","56","","",
"Israel","ISR","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","669","727","707","687","696","790","819","823","995","1042","1052","1087","1400","1318","1261","1266","1218","1441","1950","2053","1599","1248","1213","1329","1544","1669","1342","1615","1528","1387","1450","1360","1319","1201","1125","1285","1300","1436","1506","","",
"Italy","ITA","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","6369","","","","","2000","","","2289","","","","7568","7493","7872","","6997","","","6281","7877","","","","","","","9255","8588","8814","8877","8794","8439","8307","8601","","8848","8643","8921","","",
"Jamaica","JAM","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","15","10","","","3","","","4","4","6","9","6","7","2","9","","","11","4","15","9","11","10","21","6","15","17","14","20","25","22","33","7","19","11","26","","",
"Jordan","JOR","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","","","","","","","","","","","71","52","21","25","42","49","75","59","50","60","45","40","48","35","40","41","22","26","24","","",
"Japan","JPN","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","165730","","","227708","256195","274348","290132","310908","308775","317353","332952","335564","337498","331774","319261","333770","339045","349211","357379","357531","384201","382815","365204","358184","368416","367960","347060","333498","330110","295315","290081","287580","287013","271731","265959","258839","260244","260292","253630","","",
"Kazakhstan","KAZ","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","433","3223","1393","1031","1022","1171","1244","1352","1399","1607","1594","1696","1756","1523","1433","1633","1483","1513","1691","1415","","1824","1742","1271","993","1055","789","","",
"Kenya","KEN","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","8","","14","","","15","22","27","25","","","23","22","31","34","41","41","63","48","77","135","123","127","132","137","144","135","244","","",
"Kyrgyz Republic","KGZ","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132","119","126","152","111","60","80","84","123","179","","","","155","135","146","134","124","110","111","132","122","84","137","","","",
"Cambodia","KHM","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","2","","3","","","","",
"Kiribati","KIR","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","1241","1319","1556","1599","1997","2702","3640","4871","5696","7020","9082","13253","15951","21449","28554","59228","68405","67359","50596","55970","72831","73714","76570","90313","105250","122188","125476","128701","127114","127316","131805","138034","148136","159978","164073","167275","163424","159084","162561","","",
"Kuwait","KWT","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","1","","",
"Latin America & Caribbean (excluding high income)","LAC","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","4707","4344","4212","5237","5175","3005","2993","3665","3179","3423","4404","4236","3602","4295","4028","4134","4542","4494","4015","4457","4952","4836","4940","5377","5669","6114","6020","6143","6086","6079","6039","6851","7272","7312","6948","7073","8214","8166","7598","","",
"Lao PDR","LAO","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","5","2","1","","","","","1","1","1","","3","1","","",
"Lebanon","LBN","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105","80","110","","","","","",
"Liberia","LBR","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","10","25","","15","10","6","12","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Lucia","LCA","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","3","2","","",
"Latin America & Caribbean","LCN","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","4939","4517","4377","5389","5344","3207","3140","3810","3331","3587","4590","4441","3852","4528","4289","4380","4783","4704","4249","4688","5244","5134","5364","5753","6091","6500","6342","6586","6652","6452","6390","7231","7635","7665","7456","7561","8674","8651","8148","","",
"Least developed countries: UN classification","LDC","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","11","6","12","16","16","28","26","41","26","28","23","33","36","49","36","76","50","81","54","119","71","120","123","95","120","149","153","151","201","202","225","194","","328","","218","280","277","343","","",
"Lower middle income","LMC","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","1614","1388","1573","","1540","1441","1374","","1552","1562","1881","2044","2276","12994","9333","8919","7777","8471","9843","9767","10011","11991","6679","7642","9941","10457","10937","12169","11596","11764","14071","14034","14577","16747","17703","18261","19330","21279","22866","","",
"Low & middle income","LMY","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","13252","13086","14820","15091","15718","13892","15752","58298","65058","50734","45353","46647","44996","48570","54906","69642","78512","82315","102864","114507","151566","187619","225532","265367","303641","372990","494220","614780","782273","875622","1036187","1287185","1329917","1475607","","",
"Lesotho","LSO","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","1","","","","","","","","","","","","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","16496","16425","18163","20297","19537","16365","16557","57557","52533","42934","38420","40080","38138","40351","45622","59242","66277","75703","93967","102013","135915","169527","201386","236624","277776","345910","466521","587443","751914","842166","1014885","1249110","1285914","1435329","","",
"Lithuania","LTU","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","134","413","112","106","100","125","134","86","66","68","85","64","70","68","65","62","87","91","108","93","109","117","123","101","95","81","81","","",
"Luxembourg","LUX","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","97","109","94","","58","81","80","69","68","58","41","52","","73","50","35","52","48","44","24","85","51","41","16","23","24","26","15","48","60","79","85","109","113","128","128","143","156","152","","",
"Latvia","LVA","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73","155","179","210","196","162","195","91","98","117","150","91","108","112","114","139","206","240","178","173","193","225","103","136","95","90","86","","",
"Macao SAR, China","MAC","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","1","3","1","4","4","5","6","2","3","","1","1","","",
"St. Martin (French part)","MAF","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","29","36","47","16","28","35","29","72","83","60","61","55","","42","107","89","90","","97","","104","","","","104","140","178","150","177","135","152","169","197","316","355","224","237","198","187","","",
"Monaco","MCO","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","14","20","9","19","11","15","10","19","16","9","21","12","9","10","21","13","16","20","4","15","6","6","8","5","7","2","6","11","7","3","6","6","4","5","6","5","7","18","4","","",
"Moldova","MDA","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67","237","270","289","295","257","256","240","437","239","293","297","377","303","333","273","134","139","97","93","67","67","64","91","73","92","","",
"Madagascar","MDG","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","22","7","9","14","10","7","","4","3","16","7","4","9","14","1","9","3","4","4","5","3","6","9","9","","",
"Maldives","MDV","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa","MEA","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","1007","1190","1077","1090","1180","1486","","1575","1735","1734","1634","1802","2184","2306","2251","2350","2414","","3072","3237","3150","2795","3134","3484","4898","6696","","13297","","","13869","14337","13211","14411","16997","3937","18877","20010","16856","","",
"Mexico","MEX","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","704","765","550","730","688","590","629","742","652","757","661","564","565","553","498","432","386","420","453","455","431","534","526","468","565","584","574","629","685","822","951","1065","1294","1210","1246","1364","1310","1334","1555","","",
"Marshall Islands","MHL","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle income","MIC","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","13246","13082","14811","15088","15716","13892","15742","58243","64954","50633","45166","46495","44846","48454","54752","69322","78233","82077","102587","114225","145532","181081","218627","265011","295334","364667","485988","606327","781931","875560","1035652","1286832","1329450","1475087","","",
"North Macedonia","MKD","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78","58","100","52","66","84","64","71","66","42","48","44","53","55","105","34","39","27","37","50","42","","","","","","","",
"Mali","MLI","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Malta","MLT","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","7","6","3","4","","","5","5","3","2","2","6","3","8","21","11","6","22","8","11","23","26","22","","","","","10","14","8","12","9","11","13","5","9","3","","","","",
"Myanmar","MMR","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Middle East & North Africa (excluding high income)","MNA","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","331","456","367","399","484","696","","747","737","678","564","682","760","959","936","1045","1163","","1069","1101","1452","1475","1838","2099","3273","4908","","11544","","","12119","12594","11855","12676","15175","1900","16466","17582","14204","","",
"Montenegro","MNE","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","23","20","37","23","13","23","10","","3","","",
"Mongolia","MNG","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","12","34","","","","","","","28","26","55","128","130","114","186","148","","","106","121","167","143","100","103","","","76","110","","","133","139","109","112","124","82","","",
"Northern Mariana Islands","MNP","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","1","18","2","7","15","8","14","13","14","24","15","24","34","","",
"Mauritania","MRT","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mauritius","MUS","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","2","","","","4","","","3","","1","2","","2","5","3","3","3","3","","","","","","","","","","2","","","1","4","2","3","1","2","1","16","","",
"Malawi","MWI","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","2","7","3","1","","","","","1","1","","1","2","3","1","1","2","2","2","1","3","","","","","","","","","","","","","","","6","3","","","","",
"Malaysia","MYS","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","8","29","71","73","84","92","106","151","198","223","141","221","179","193","218","206","271","322","376","522","522","531","670","818","1234","1231","1076","1114","1199","1353","1272","1109","1166","1116","","",
"North America","NAC","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","63746","64568","65316","61408","63867","65765","67356","70842","77964","85401","93192","90137","95232","103578","109713","126393","109475","122558","138542","153312","168982","181476","188204","192870","194767","213050","227306","246345","236649","229979","246527","252504","273491","292398","289294","292612","299405","297957","289444","","",
"Namibia","NAM","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","3","","13","","","","","","","","","","","","","","","","","","","","","","13","18","10","21","","",
"New Caledonia","NCL","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Nigeria","NGA","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","","12","","","","","","","","","","","","","","","","","","","","","64","42","50","","","85","100","120","","",
"Nicaragua","NIC","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","3","2","","","","3","12","9","14","","","","","","","","","","","2","4","3","1","","","","","","",
"Netherlands","NLD","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","1826","1897","1873","1889","1840","1938","1866","1970","2158","2205","2147","1605","1753","1733","1748","2123","2348","2391","2451","2545","2465","2110","2122","2288","2187","2217","2168","2079","2421","2575","2527","2585","2375","2315","2294","2207","2290","2241","2111","","",
"Norway","NOR","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","716","714","693","825","961","923","903","884","904","1015","899","924","941","1031","1074","1128","1291","1256","1213","1335","1311","1189","1178","1079","1142","1143","1119","1225","1150","1246","1117","1122","1009","1101","1106","1153","1227","1152","1082","","",
"Nepal","NPL","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","1","6","4","3","","","","","","","","","","","","","","","","8","4","18","10","11","11","20","","","",
"Nauru","NRU","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","1148","1033","986","1110","1001","1008","957","912","803","807","802","983","1031","1236","1254","1284","1275","1572","1181","1420","1463","1768","1839","1845","1631","1893","2153","1892","1256","1555","1585","1501","1425","1614","1636","1184","1075","1014","1017","","",
"OECD members","OED","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","333552","162683","164571","390778","422301","439179","455777","482016","490420","502882","525481","529539","547317","558226","560659","617305","626213","644132","655463","688249","752213","752477","741390","752434","780193","813366","809940","829550","815515","772989","789169","799137","829646","845516","840274","831365","845344","838803","823902","","",
"Oman","OMN","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","3","4","","","",
"Other small states","OSS","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","37","","","","","","","","","","23","22","17","19","31","21","16","27","45","44","46","58","55","57","73","143","91","109","170","","114","92","96","151","146","209","204","193","306","","",
"Panama","PAN","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","15","8","7","16","15","14","11","3","9","6","15","19","18","20","11","16","31","","","","7","","","","","","","","","","","21","","9","13","14","68","33","135","","",
"Peru","PER","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","82","50","56","77","","41","48","43","53","","49","31","21","34","29","","52","48","","48","40","36","29","32","38","27","39","28","31","37","39","39","54","73","83","67","72","100","89","","",
"Philippines","PHL","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","119","91","134","63","102","91","75","76","86","71","147","147","133","178","181","169","163","125","163","144","154","135","149","141","158","210","223","225","216","172","170","186","162","220","334","375","327","323","529","","",
"Palau","PLW","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","",
"Poland","POL","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","6198","4370","4482","4741","5090","5124","5486","5682","6280","5294","4106","3389","2891","2659","2676","2595","2411","2399","2407","2285","2404","2202","2313","2268","2381","2028","2157","2392","2488","2899","3203","3879","4410","4237","3941","4676","4261","3924","4207","","",
"Pre-demographic dividend","PRE","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5861","6350","6846","","7956","8018","7956","8354","","","","","","","","",
"Portugal","PRT","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","92","90","92","91","96","85","77","61","54","86","101","102","69","88","103","81","86","71","96","81","81","107","130","125","123","158","184","250","381","571","499","571","621","647","722","925","724","644","661","","",
"Paraguay","PRY","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","5","10","7","","","","6","16","","20","30","","","","","","","11","12","11","12","18","24","21","37","13","15","18","","","","","","","","","","",
"West Bank and Gaza","PSE","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","328686","159863","161972","387850","418905","431624","447736","473745","481422","494728","518825","523739","543005","563211","562062","618360","626590","645557","656826","690038","754591","756874","739851","751242","780768","813587","810143","828434","813477","769945","785286","794138","823164","839700","833140","822473","835876","827623","813067","","",
"French Polynesia","PYF","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","9","5","","16","19","","","",
"Romania","ROU","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","2569","2481","2724","3108","3446","4201","4394","4821","5615","5868","2752","2015","1457","1414","1633","1811","1831","1708","1299","1061","1003","1128","1478","881","937","916","814","827","995","1054","1382","1424","1022","993","952","975","1005","1098","1100","","",
"Russian Federation","RUS","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39494","28503","21250","17551","18014","15106","16454","19900","23377","24777","23712","24969","22985","23644","27884","27505","27712","25598","28722","26495","28701","28765","24072","29269","26795","22777","24926","","",
"Rwanda","RWA","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","40","","5","5","3","4","6","","",
"South Asia","SAS","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","1291","1112","1180","","1081","1050","1041","1052","1083","1108","1225","1358","1374","1319","1698","1715","1749","2080","2378","2418","2393","2616","2914","3635","4255","5063","5952","6585","6856","7519","9258","9172","9723","11229","12240","13059","13775","15512","17007","","",
"Saudi Arabia","SAU","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","16","27","21","21","33","28","27","57","45","72","76","46","61","56","81","119","119","128","","","288","347","","491","652","715","1070","909","1078","","",
"Sudan","SDN","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","2","6","1","2","6","4","6","3","3","340","332","252","249","","269","","267","284","281","349","","",
"Senegal","SEN","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Singapore","SGP","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","2","4","","5","4","4","","","","","","","","","","145","224","288","311","374","516","524","624","626","641","569","626","696","793","750","895","1056","1081","1143","1303","1469","1601","1609","1575","","",
"Solomon Islands","SLB","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sierra Leone","SLE","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"El Salvador","SLV","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","12","","22","39","31","16","","","","19","10","10","11","10","10","3","","","","","","","","","","","","","","","","","","","","7","4","4","3","","",
"San Marino","SMR","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","4","7","12","14","14","","",
"Somalia","SOM","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","473","372","432","395","386","319","290","180","192","201","202","178","192","171","163","","",
"Sub-Saharan Africa (excluding high income)","SSA","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa","SSF","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Small states","SST","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Suriname","SUR","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovak Republic","SVK","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","282","248","269","195","224","213","213","236","246","259","210","215","155","193","239","167","176","234","224","168","184","211","228","220","183","217","","",
"Slovenia","SVN","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","188","277","286","314","288","266","288","261","307","301","300","310","342","344","287","331","301","373","442","470","","","","","","","255","","",
"Sweden","SWE","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","4106","3914","4087","4283","3969","3840","3685","3521","3260","3147","3108","3154","3291","3760","3953","3941","4111","4130","3972","4142","4224","3926","3358","3025","2768","2522","2446","2527","2549","2186","2196","2004","2288","2332","1984","2038","2032","1992","1838","","",
"Eswatini","SWZ","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sint Maarten (Dutch part)","SXM","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","6","7","4","","","","","","","","","","53","82","67","129","106","116","54","87","247","189","183","213","205","105","124","","","","","","","","","198","","120","103","","",
"Turks and Caicos Islands","TCA","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
